ID,ROK,KOLOR,NAZWA WINA,POCHODZENIE,SZCZEP,BECZKA,OPIS,ALK.,POJ.,CENA NETTO,IMAGES,KRAJ,
MF.10,N/V,Białe,Marques de Fuertigo White Dry,Hiszpania,Blend,,"Wino wytrawne. Wyraźne, świeże aromaty owoców cytrusowych, z nutami jabłka, które w pełni oddają wpływ klimatu śródziemnomorskiego. Wino polecane do białego mięsa, owoców morza, sałatek, przekąsek. Podawać dobrze schłodzone.",12,75cl,"19,50",MF.10.png,Hiszpania,❌ brak pliku
MF.11,N/V,Czerwone,Marques de Fuertigo Red Dry,Hiszpania,Blend,,"Wino wytrawne. Bukiet z dojrzałymi owocami leśnymi znakomicie uzupełniony nutami czekolady i wiśni. Wino polecane do czerwonego mięsa, pizzy, serów. Podawać w temperaturze pokojowej.",12,75cl,"19,50",MF.11.png,Hiszpania,❌ brak pliku
MF.01,N/V,Białe,Marques de Fuertigo White Semi-Dry,Hiszpania,Blend,,"Wino półwytrawne. Bukiet z orzeźwiającymi nutami jabłka, gruszki oraz melona. Lekkie, przyjemnie świeże, białe, półwytrawne wino rekomendowane jako aperitif, do przystawek, makaronów, wędzonych serów, pasztetów i owoców morza.",12,75cl,"19,50",MF.01.png,Hiszpania,❌ brak pliku
MF.02,N/V,Czerwone,Marques de Fuertigo Red Semi-Dry,Hiszpania,Blend,,"Wino półwytrawne. Głębokorubinowa barwa. Nos z owocami przywołującymi wspomnienie gorącego hiszpańskiego lata. Wino eleganckie, dobrze zbudowane, które znakomicie pasuje do większości potraw.",12,75cl,"19,50",MF.02.png,Hiszpania,❌ brak pliku
LV.04,N/V,Białe,Grantino,D.O.C. Vinho Verde - Portugalia,"Loureiro, Trojadura",,"Wino półwytrawne. Grantino Vinho Verde to młode wino wyprodukowane z winogron zbieranych przed osiągnięciem pełnej dojrzałości, dzięki czemu ma lekki i świeży charakter. Słomkowy kolor ze złotymi refleksami, delikatny zapach cytrusów, liczi i kwitnącego drzewa lipy oraz mineralny owocowy finisz tworzą cudownie orzeźwiającą winną kompozycję. Najlepiej smakuje podawane do lekkich dań na bazie ryb, sałat lub jako aperitif.",12,75cl,"25,90",LV.04.png,Portugalia,Otwórz plik
RD.16,19,Czerwone,Duas Quintas Douro,D.O.C. Douro - Portugalia,"40% Touriga Francesa, 40% Tinta Roriz, 20% Touriga Nacional",12 miesięcy,"Wino wytrawne. 25% wina dojrzewa we francuskich dębowych beczkach przez 12 miesięcy, a pozostała część w kadziach ze stali nierdzewnej. Żywy, kwiatowy aromat z czasem zastępują czerwone owoce, truskawka, malina, figa z dodatkiem wanilii i ciemnej czekolady. W ustach bardzo świeże i delikatne z aksamitnymi taninami. Znakomite jako aperitif, a także do codziennych posiłków. NAGRODY - 90 pkt Wine&Spirits, 89 pkt Wine Enthusiast, 88 pkt Wine Spectator, Gold Medal – Tim Vollerslev, Gold Medal – Mundus Vini, Silver Medal – Decanter",14,75cl,"69,00",RD.16.png,Portugalia,❌ brak pliku
RD.14,N/V,Czerwone,Ramos Pinto Porto Ruby,D.O. Porto - Portugalia,"Tinta Barroca, Touriga Franca",,"Wino wzmacniane słodkie. Barwa bardziej intensywna niż dla Tawny Port. Mocne owocowe aromaty przede wszystkim wiśni, jeżyny, śliwki i maliny z nutą cynamonu. Długie zwięzłe zakończenie. Wino pasuje do sałatki z kaczką, deserów z czerwonymi owocami i każdego rodzaju sera. NAGRODY - Silver Medal – Monterey Wine Competition.","19,5",75cl,"68,00",RD.14.png,Portugalia,❌ brak pliku
RD.13,17,Czerwone,Ramos Pinto Porto LBV (oryginalny kartonik),D.O. Porto - Portugalia,"45% Tinta Roriz, 30% Touriga Nacional, 25% Tinta Barroca",,"Wino wzmacniane słodkie. Hojne, owocowe porto. Dominują w nim aromaty dojrzałych czerwonych owoców z nutami ciemnej czekolady i dymu. Pełne ciała wino, o dobrej strukturze, złożone, o przyjemnych taninach. Polecane do dziczyzny, sufletów serowych i deserów czekoladowych. NAGRODY - 93 pkt - Wine Spectator, Gold Medal Decanter, Recommended – International Wine&Spirits Competition.","19,5",75cl,"109,00",RD.13.png,Portugalia,❌ brak pliku
RD.46,0,Czerwone,Ramos Pinto Porto Vintage 2000,D.O. Porto - Portugalia,"Touriga Nacional, Tinta Roriz, Tinta Barroca, Old Vines",,"Wino wzmacniane słodkie. Porto z jednej z najstarszych winnic w regionie Douro, Quinta Do Bom Retiro. W zapachu to bogactwo aromatów takich jak: grejpfrut, morela, migdały, orzechy laskowe, ziarna kakao, wanilia, stara beczka po porto, fenol, cynamon, karmel, kawa, stearyna, jodyna. Znakomity aperitif, a także do czekolady, serów, suszonych owoców oraz deserów z kremem. NAGRODY - 93 pkt Wine Spectator, 93 pkt Wine Magazine, 98 pkt Decanter Magazine, 84 pkt Wine Enthusiast, Gold Medal – Decanter, Gold Medal – International, Wine & Spirit Competition, Highly Recommended – Decanter, Trophy – Drinks International.",20,75cl,"320,00",RD.46.png,Portugalia,❌ brak pliku
RD.10,N/V,Czerwone,Ramos Pinto 10 Years Old Port Quinta De Ervamoira (oryginalny kartonik),D.O. Porto - Portugalia,"Touriga Nacional, Touriga Franca, Tinta Roriz, Tinta Barroca",,"Wino wzmacniane słodkie. Początkowy oleisty smak zastępuje świeża, delikatna owocowość z wyważoną kwasowością. W zapachu wyczuwalne aromaty pomarańczy, moreli, śliwki oraz wanilii i starej beczki po porto. Znakomicie pasuje do sałatek z pomidorem, do deserów z suszonymi owocami i orzechami oraz marmolady z pomarańczy. NAGRODY - 93 pkt. Wine&Spirits, 92 pkt. Wine Spectator, Gold Medal – International, Wine Challenge.",20,75cl,"149,00",RD.10.png,Portugalia,❌ brak pliku
RD.11,N/V,Czerwone,Ramos Pinto 20 Years Old Port Quinta Do Bom Retiro (oryginalny kartonik),D.O. Porto - Portugalia,"Touriga Franca,Touriga Nacional,Tinta Roriz,Tinta Barroca,Tinto Cao",,"Wino wzmacniane słodkie. Porto z jednej z najstarszych winnic w regionie Douro, Quinta Do Bom Retiro. Bogactwo aromatów: grejpfrut, morela, migdały, orzechy laskowe, ziarna kakao, wanilia, stara beczka po porto, fenol, cynamon, karmel, kawa, stearyna, jodyna. Delikatne i wytrawne w ustach. Znakomity aperitif, a także do wieczornych posiłków, czekolady, serów, deserów z kremem, suszonych owoców. NAGRODY - 93 pkt. Wine Spectator, 93 pkt. Wine Magazine, 98 pkt. Decanter Magazine, 84 pkt. Wine Enthusiast, Gold Medal – Decanter, Gold Medal – International, Wine & Spirit Competition, Highly Recommended – Decanter, Trophy – Drinks International.","20,5",75cl,"295,00",RD.11.png,Portugalia,❌ brak pliku
RD.12,N/V,Czerwone,Ramos Pinto 30 Years Old Port (oryginalny kartonik),D.O. Porto - Portugalia,wiele różnych odmian z bardzo starych winorośli,,"Wino wzmacniane słodkie Aromat początkowo zachwycający nutą waniliową, suszonych owoców oraz orzechów. Następnie po zamieszaniu korzenne nuty cynamonu i kakao stają się dominujące. W ustach wyczuwalne przede wszystkim migdały i orzech laskowy z zaskakująco przyjemną świeżością oraz lukrecjowym zakończeniem. Wyśmienity partner do bawarskiego kremowego deseru z orzechem i mango. NAGRODY - 95 pkt Wine Spectator, 94 pkt Wine Enthusiastr, Gold Medal – International Wine&Spirits Competition, Gold Medal – International Wine Challenge, Gold Medal – Drinks International Awards, Silver Vine Leaf – Wine Master Challenge.","20,5",75cl,"420,00",RD.12.png,Portugalia,❌ brak pliku
PC.01,21,Czerwone,Reserva da Familia,Vinho Regional Lisboa - Portugalia,"45% Castelao, 35% Tinta Roriz, 20% Alicante Bouschet",4 miesiące,"Wino wytrawne. Portugalskie wino, które dojrzewało 4 miesiące we francuskiej dębowej beczce. Nos z aromatem leśnych owoców i przypraw z delikatnym niuansem czekolady. Dobrze zbudowane, delikatnymi taninami. Pozostawia bardzo aksamitny posmak. Idealny partner do pieczonej jagnięciny, pikantnych mięs i delikatnych serów.","13,5",75cl,"31,00",PC.01.png,Portugalia,Otwórz plik
PC.02,21,Czerwone,Reserva d’Amizade,Vinho Regional Lisboa - Portugalia,"45% Castelao, 35% Tinta Roriz, 20% Alicante Bouschet",1 miesiąc,"Wino wytrawne. Winogrona użyte do produkcji tego wina pochodzą z najlepszego terroir regionu Estremadura. Po ręcznym, selektywnym zbiorze w czwartym tygodniu września przechodzą proces fermentacji w kadziach ze stali nierdzewnej. Przed wejściem na rynek wino dojrzewa do 4 tygodni w beczce z francuskiego dębu. W smaku aksamitne, o znakomitej strukturze, z charakterystycznym bukietem owoców leśnych, przypraw i czekolady. Rekomendowane do pieczonej jagnięciny, pikantnych dań mięsnych oraz delikatnych serów. [NAGRODY]: Gold Medal – CWSA, Gold Medal – Mundus Vini, Silver Medal – Wines of Lisbon Region, Silver Vine Leaf – Wine Master Challenge, Silver Medal – AWC Vienna, Paris Trophy – WINE & SPIRITS PARIS TROPHY - Double Gold Medal 2024.","13,5",75cl,"31,00",PC.02.png,Portugalia,Otwórz plik
PC.03,21,Czerwone,Reserva d’Amizade Friendship FADO,Vinho Regional Lisboa - Portugalia,"40% Castelao, 30% Tinta Roriz, 30% Alicante Bouschet",8 miesięcy,"Wino wytrawne. Winogrona użyte do produkcji tego wina pochodzą z najlepszego regionu Estremadura. Po ręcznym, selektywnym zbiorze w czwartym tygodniu września przechodzą proces fermentacji w kadziach ze stali nierdzewnej. Przed wejściem na rynek wino dojrzewa do 8 miesięcy w beczce z francuskiego dębu. Rekomendowane do pieczonej jagnięciny, pikantnych dań mięsnych oraz delikatnych serów. [NAGRODY]: Gold Medal – CWWSC 2021.","13,5",75cl,"39,90",PC.03.png,Portugalia,Otwórz plik
PC.06,20,Czerwone,Reserva d’Amizade Friendship FADO MAGNUM,Vinho Regional Lisboa - Portugalia,"40% Castelao, 30% Tinta Roriz, 30% Alicante Bouschet",8 miesięcy,"Wino wytrawne. Winogrona użyte do produkcji tego wina pochodzą z najlepszego regionu Estremadura. Po ręcznym, selektywnym zbiorze w czwartym tygodniu września przechodzą proces fermentacji w kadziach ze stali nierdzewnej. Przed wejściem na rynek wino dojrzewa do 8 miesięcy w beczce z francuskiego dębu. Rekomendowane do pieczonej jagnięciny, pikantnych dań mięsnych oraz delikatnych serów. [NAGRODY]: Gold Medal – CWWSC 2021.","13,5","1,5 L","79,90",PC.06.png,Portugalia,❌ brak pliku
PC.07,21,Czerwone,Passos de Lisboa Reserva,Vinho Regional Lisboa - Portugalia,"Tinto Roriz, Syrah, Alicante Bouschet",,"Wino wytrawne. Rubinowa barwa. Blend szczepów: Tinto Roriz, Syrah i Alicante Bouschet. Starzone w beczce z dębu amerykańskiego przez 6 miesięcy. Nos z wyczwalnymi nutami wiśni, owoców leśnych, ciemnej czekolady, tytoniu, dymu i cygara, przeplecione aromatami przypraw i kwiatów. W ustach zwrównoważone, ze średnią kwasowością i miękkimi taninami, trwałe, z harmonijnym finiszem. Doskonale komponujące się z cięższymi potrawami mięsnymi, ciemnymi sosami i warzywami z grilla. [NAGRODY]: 90 pkt. James Suckling, Paris Trophy – WINE & SPIRITS PARIS TROPHY - Triple Gold Medal 2024.","13,5",75cl,"44,00",PC.07.png,Portugalia,Otwórz plik
DJ.01,22,Białe,Grand’Arte Chardonnay,Vinho Regional Lisboa - Portugalia,Chardonnay,,"Wino wytrawne. Bardzo aromatyczne, owocowe, bogate, o perfekcyjnej kwasowości. Znakomita świeżość, przyjemność i trwałość zakończenia. Świetne jako aperitif, do serów, owoców morza i ryb.","12,5",75cl,"39,90",DJ.01.png,Portugalia,Otwórz plik
DJ.04,19,Czerwone,Grand’Arte Touriga Nacional,Vinho Regional Lisboa - Portugalia,Touriga Nacional,6 miesięcy,"Wino wytrawne. Wino dojrzewa w beczkach z francuskiego dębu z Seguin Moreau o poj. 225L przez 6 miesięcy, następnie leżakuje 6 miesięcy w butelce. Intensywna czerwona barwa. Wino o urzekającym aromacie owoców oraz kwiatów. Eleganckie w ustach, z delikatnymi, przyjemnymi, bardzo dobrze zrównoważonymi taninami.Znakomite do intensywnych serów lub grillowanych czerwonych mięs.",13,75cl,"39,90",DJ.04.png,Portugalia,Otwórz plik
RD.04,15,Białe,Louis Roederer Cristal (ekskluzywne etui),Champagne - Francja,"60% Pinot Noir,40% Chardonnay",32% w beczce bez fermentacji malolaktycznej,"Wino musujące wytrawne. Najbardziej pożądany szampan świata – synonim luksusu. Szampan jednej z najbardziej prestiżowych marek na świecie Cristal od Maison Louis Roederer. Po raz pierwszy został stworzony w 1876 roku dla cara Rosji Aleksandra II w butelce ze szkła ołowiowego, przypominającego kryształ stąd też pochodzi jego nazwa. W latach 90-tych i na początku XXI wieku Cristal gościł praktycznie w każdym teledysku hip-hopowym (50 Cent, Jay-Z, R.Kelly, The Notorious BIG, 2Pac), pił go Quentin Tarantino w swoim filmie „4 pokoje”. Marka niezwykle rozpoznawalna i ceniona na całym świecie. Wino bogate, bardzo złożone o aromatach kandyzowanych owoców cytrusowych, pyłków białych kwiatów, porażonych orzechów laskowych, wanilii z delikatnymi niuansami dębu, brioche, biszkoptów i migdałów. W smaku mineralny, z tchnieniem kredy. Zmysłowy, niepowtarzalny, jedyny w swoim rodzaju. [NAGRODY] - 100 pkt – Wine & Spirits, 98 pkt - Wine Enthusiast, 97 pkt - James Halliday, 95 pkt - Wine Spectator, 96 pkt - Wine Advocate.","12,5",75cl,"1299,00",RD.04.png,Francja,❌ brak pliku
RD.28,12,Białe,Louis Roederer Cristal (skrzynka),Champagne - Francja,"60% Pinot Noir,40% Chardonnay",32% w beczce bez fermentacji malolaktycznej,"Wino musujące wytrawne. Najbardziej pożądany szampan świata – synonim luksusu. Szampan jednej z najbardziej prestiżowych marek na świecie Cristal od Maison Louis Roederer. Po raz pierwszy został stworzony w 1876 roku dla cara Rosji Aleksandra II w butelce ze szkła ołowiowego, przypominającego kryształ stąd też pochodzi jego nazwa. W latach 90-tych i na początku XXI wieku Cristal gościł praktycznie w każdym teledysku hip-hopowym (50 Cent, Jay-Z, R.Kelly, The Notorious BIG, 2Pac), pił go Quentin Tarantino w swoim filmie „4 pokoje”. Marka niezwykle rozpoznawalna i ceniona na całym świecie. Wino bogate, bardzo złożone o aromatach kandyzowanych owoców cytrusowych, pyłków białych kwiatów, porażonych orzechów laskowych, wanilii z delikatnymi niuansami dębu, brioche, biszkoptów i migdałów. W smaku mineralny, z tchnieniem kredy. Zmysłowy, niepowtarzalny, jedyny w swoim rodzaju. [NAGRODY] - 100 pkt – Wine & Spirits, 98 pkt - Wine Enthusiast, 97 pkt - James Halliday, 95 pkt - Wine Spectator, 96 pkt - Wine Advocate.","12,5","1,5L","2990,00",RD.28.png,Francja,❌ brak pliku
RD.21,13,Białe,Louis Roederer Cristal Rose (ekskluzywne etui),Champagne - Francja,"55% Pinot Noir, 45% Chardonnay",20% wina,"Wino musujące wytrawne. Cristal rose został po raz pierwszy wyprodukowany w 1974 roku. Pastelowa różowa barwa z jasnymi, lekko pomarańczowymi refleksami. Znakomite, długo trwające bąbelki. Bukiet delikatny i subtelny z elegancką owocowością (truskawka, figa), nutami cytryny i pomarańczy oraz soczystymi niuansami brzoskwini. W smaku pełne ciała, jedwabiste, bazujące na bardzo mineralnej świeżości, oddającej terroir upraw.","12,5",75cl,"2690,00",RD.21.png,Francja,❌ brak pliku
RD.01,N/V,Białe,Louis Roederer Collection 244 Champagne,Champagne - Francja,"40% Pinot Noir, 40% Chardonnay, 20% Pinot Meunier",,"Wino musujące wytrawne. „Elegancki, soczysty szampan ze świetną nutą kwiatu jabłoni. W ustach przywołuje wspomnienie zielonego i żółtego jabłka, mandarynki i startego imbiru z dodatkiem krakersów z razowej mąki pszennej. Cudowna struktura, ze smacznym zakończeniem” – Wine Spectator.","12,5",75cl,"245,00",RD.01.png,Francja,Otwórz plik
RD.17,N/V,Białe,Louis Roederer Collection 244 Champagne,Champagne - Francja,"40% Pinot Noir, 40% Chardonnay, 20% Pinot Meunier",,"Wino musujące wytrawne. „Elegancki, soczysty szampan ze świetną nutą kwiatu jabłoni. W ustach przywołuje wspomnienie zielonego i żółtego jabłka, mandarynki i startego imbiru z dodatkiem krakersów z razowej mąki pszennej. Cudowna struktura, ze smacznym zakończeniem” – Wine Spectator.","12,5",75cl,"255,00",RD.17.png,Francja,❌ brak pliku
RD.02,N/V,Białe,Louis Roederer Collection 244 Champagne,Champagne - Francja,"40% Pinot Noir, 40% Chardonnay, 20% Pinot Meunier",,"Wino musujące wytrawne. „Elegancki, soczysty szampan ze świetną nutą kwiatu jabłoni. W ustach przywołuje wspomnienie zielonego i żółtego jabłka, mandarynki i startego imbiru z dodatkiem krakersów z razowej mąki pszennej. Cudowna struktura, ze smacznym zakończeniem” – Wine Spectator.","12,5","37,5cl","145,00",RD.02.png,Francja,❌ brak pliku
RD.22,N/V,Białe,Louis Roederer Collection 242 Champagne,Champagne - Francja,"40% Pinot Noir, 40% Chardonnay, 20% Pinot Meunier",,"Wino musujące wytrawne. „Elegancki, soczysty szampan ze świetną nutą kwiatu jabłoni. W ustach przywołuje wspomnienie zielonego i żółtego jabłka, mandarynki i startego imbiru z dodatkiem krakersów z razowej mąki pszennej. Cudowna struktura, ze smacznym zakończeniem” – Wine Spectator.","12,5","1,5L","499,00",RD.22.png,Francja,❌ brak pliku
RD.31,N/V,Białe,Louis Roederer Collection 242 Champagne,Champagne - Francja,"40% Pinot Noir, 40% Chardonnay, 20% Pinot Meunier",,"Wino musujące wytrawne. „Elegancki, soczysty szampan ze świetną nutą kwiatu jabłoni. W ustach przywołuje wspomnienie zielonego i żółtego jabłka, mandarynki i startego imbiru z dodatkiem krakersów z razowej mąki pszennej. Cudowna struktura, ze smacznym zakończeniem” – Wine Spectator.","12,5",3L,"1150,00",RD.31.png,Francja,❌ brak pliku
RD.40,N/V,Białe,Louis Roederer Brut Premier z 2 kieliszkami w oryginalnym opakowaniu,Champagne - Francja,"40% Pinot Noir, 40% Chardonnay, 20% Pinot Meunier",,"Wino musujące wytrawne. „Elegancki, soczysty szampan ze świetną nutą kwiatu jabłoni. W ustach przywołuje wspomnienie zielonego i żółtego jabłka, mandarynki i startego imbiru z dodatkiem krakersów z razowej mąki pszennej. Cudowna struktura, ze smacznym zakończeniem” – Wine Spectator.","12,5",75cl,"375,00",RD.40.png,Francja,❌ brak pliku
RD.30,N/V,Białe,Louis Roederer Carte Blanche demi-sec,Champagne - Francja,"40% Pinot Noir, 40% Chardonnay, 20% Pinot Meunier",5% wina,"Wino musujące półwytrawne. Półwytrawny szampan o intensywnych kwiatowych aromatach (miód), nutach dojrzałych słodkich owoców, z ciepłymi słodkimi migdałami. Dodanie “dosage” odpowiada za bogatą, kremową strukturę ze świetną, nie za ciężką trwałością. Każda butelka zapakowana w elegancki, oryginalny kartonik.","12,5",75cl,"245,00",RD.30.png,Francja,❌ brak pliku
RD.35,N/V,Białe,Louis Roederer Carte Blanche demi-sec (kartonik),Champagne - Francja,"40% Pinot Noir, 40% Chardonnay, 20% Pinot Meunier",20% wina,"Wino musujące półwytrawne. Półwytrawny szampan o intensywnych kwiatowych aromatach (miód), nutach dojrzałych słodkich owoców, z ciepłymi słodkimi migdałami. Dodanie “dosage” odpowiada za bogatą, kremową strukturę ze świetną, nie za ciężką trwałością. Każda butelka zapakowana w elegancki, oryginalny kartonik.","12,5",75cl,"245,00",RD.35.png,Francja,❌ brak pliku
